ref_area,ref_area_label,counterpart_area,counterpart_label,indicator,year,value_usd
A2,North American countries,CN,China,IIW_BP6_USD,2009,13308.3296351225
A2,North American countries,CN,China,IIW_BP6_USD,2010,15792.2320096306
A2,North American countries,CN,China,IIW_BP6_USD,2011,19133.8259517953
A2,North American countries,CN,China,IIW_BP6_USD,2012,19285.9372584803
A2,North American countries,CN,China,IIW_BP6_USD,2013,21316.1266844068
A2,North American countries,CN,China,IIW_BP6_USD,2014,24158.4850862339
A2,North American countries,CN,China,IIW_BP6_USD,2015,25270.8602417292
A2,North American countries,CN,China,IIW_BP6_USD,2016,44153.361353436
A2,North American countries,CN,China,IIW_BP6_USD,2017,50251.5539616284
A2,North American countries,CN,China,IIW_BP6_USD,2018,52154.2193183678
A2,North American countries,CN,China,IIW_BP6_USD,2019,59261.8693253097
A2,North American countries,CN,China,IIW_BP6_USD,2020,54012.9547057948
A2,North American countries,CN,China,IIW_BP6_USD,2021,53068.2242933009
A2,North American countries,CN,China,IIW_BP6_USD,2022,50039.0273050661
A2,North American countries,CN,China,IIW_BP6_USD,2023,48527.9277277892
A6,North Atlantic & Caribbean,CN,China,IIW_BP6_USD,2009,2.8314345
A6,North Atlantic & Caribbean,CN,China,IIW_BP6_USD,2010,0.0
A6,North Atlantic & Caribbean,CN,China,IIW_BP6_USD,2011,0.95
A6,North Atlantic & Caribbean,CN,China,IIW_BP6_USD,2012,0.0
A6,North Atlantic & Caribbean,CN,China,IIW_BP6_USD,2013,1.3
A7,South American countries,CN,China,IIW_BP6_USD,2009,306.310775408478
A7,South American countries,CN,China,IIW_BP6_USD,2010,1666.90186349259
A7,South American countries,CN,China,IIW_BP6_USD,2011,3671.23345460153
A7,South American countries,CN,China,IIW_BP6_USD,2012,3622.13380368302
A7,South American countries,CN,China,IIW_BP6_USD,2013,5403.47662123655
A7,South American countries,CN,China,IIW_BP6_USD,2014,4183.20678067575
A7,South American countries,CN,China,IIW_BP6_USD,2015,3946.38482324198
A7,South American countries,CN,China,IIW_BP6_USD,2016,3604.95783300768
A7,South American countries,CN,China,IIW_BP6_USD,2017,3918.59011243682
A7,South American countries,CN,China,IIW_BP6_USD,2018,2789.52298447473
A7,South American countries,CN,China,IIW_BP6_USD,2019,3516.19125578195
A7,South American countries,CN,China,IIW_BP6_USD,2020,3849.14899174562
A7,South American countries,CN,China,IIW_BP6_USD,2021,5019.1817002742
A7,South American countries,CN,China,IIW_BP6_USD,2022,5712.60498676667
A7,South American countries,CN,China,IIW_BP6_USD,2023,7591.51248615229
AL,Albania,CN,China,IIW_BP6_USD,2011,-4.02792546161736
AL,Albania,CN,China,IIW_BP6_USD,2012,-6.14765200674503
AL,Albania,CN,China,IIW_BP6_USD,2013,-1.14770666120165
AL,Albania,CN,China,IIW_BP6_USD,2014,-2.91020836968711
AL,Albania,CN,China,IIW_BP6_USD,2016,6.61924480174642
AL,Albania,CN,China,IIW_BP6_USD,2017,8.93664816875188
AL,Albania,CN,China,IIW_BP6_USD,2018,3.22682664663933
AL,Albania,CN,China,IIW_BP6_USD,2019,1.83962321238907
AL,Albania,CN,China,IIW_BP6_USD,2020,3.09017860163986
AL,Albania,CN,China,IIW_BP6_USD,2021,2.50919270233558
AL,Albania,CN,China,IIW_BP6_USD,2022,4.03192374838916
AL,Albania,CN,China,IIW_BP6_USD,2023,5.06523259853951
AM,Armenia,CN,China,IIW_BP6_USD,2009,3.6567
AM,Armenia,CN,China,IIW_BP6_USD,2010,3.6567
AM,Armenia,CN,China,IIW_BP6_USD,2011,3.6567
AM,Armenia,CN,China,IIW_BP6_USD,2012,3.6567
AM,Armenia,CN,China,IIW_BP6_USD,2013,3.6567
AM,Armenia,CN,China,IIW_BP6_USD,2014,3.18714866202076
AM,Armenia,CN,China,IIW_BP6_USD,2015,3.1293023255814
AM,Armenia,CN,China,IIW_BP6_USD,2016,3.12807372814812
AM,Armenia,CN,China,IIW_BP6_USD,2017,3.12703986779591
AM,Armenia,CN,China,IIW_BP6_USD,2018,3.1293023255814
AM,Armenia,CN,China,IIW_BP6_USD,2019,3.46862622472379
AM,Armenia,CN,China,IIW_BP6_USD,2020,3.11314797451157
AM,Armenia,CN,China,IIW_BP6_USD,2021,3.72953721831133
AM,Armenia,CN,China,IIW_BP6_USD,2022,0.860837970373758
AR,Argentina,CN,China,IIW_BP6_USD,2015,660.90573351
AR,Argentina,CN,China,IIW_BP6_USD,2016,617.64970061
AR,Argentina,CN,China,IIW_BP6_USD,2017,709.380369219733
AR,Argentina,CN,China,IIW_BP6_USD,2018,499.12564049674
AR,Argentina,CN,China,IIW_BP6_USD,2019,772.862110363148
AR,Argentina,CN,China,IIW_BP6_USD,2020,1131.1
AR,Argentina,CN,China,IIW_BP6_USD,2021,1941.3
AR,Argentina,CN,China,IIW_BP6_USD,2022,2281.9
AR,Argentina,CN,China,IIW_BP6_USD,2023,3428.8
AT,Austria,CN,China,IIW_BP6_USD,2012,5.6022700356
AT,Austria,CN,China,IIW_BP6_USD,2013,-23.03097
AT,Austria,CN,China,IIW_BP6_USD,2014,-102.83427
AT,Austria,CN,China,IIW_BP6_USD,2015,-56.28579
AT,Austria,CN,China,IIW_BP6_USD,2016,-187.41898
AT,Austria,CN,China,IIW_BP6_USD,2017,-180.37472
AT,Austria,CN,China,IIW_BP6_USD,2018,-55.876
AT,Austria,CN,China,IIW_BP6_USD,2019,-18.31142
AT,Austria,CN,China,IIW_BP6_USD,2020,184.67855
AT,Austria,CN,China,IIW_BP6_USD,2021,281.90414
AT,Austria,CN,China,IIW_BP6_USD,2022,274.1162
AT,Austria,CN,China,IIW_BP6_USD,2023,145.197
AU,Australia,CN,China,IIW_BP6_USD,2009,8124.12019999998
AU,Australia,CN,China,IIW_BP6_USD,2010,13118.4004
AU,Australia,CN,China,IIW_BP6_USD,2011,14707.9192
AU,Australia,CN,China,IIW_BP6_USD,2012,17219.2345
AU,Australia,CN,China,IIW_BP6_USD,2013,20712.1859999999
AU,Australia,CN,China,IIW_BP6_USD,2014,26134.0326
AU,Australia,CN,China,IIW_BP6_USD,2015,26099.9544000001
AU,Australia,CN,China,IIW_BP6_USD,2016,27998.2548
AU,Australia,CN,China,IIW_BP6_USD,2017,30567.42
AU,Australia,CN,China,IIW_BP6_USD,2018,30022.6146
AU,Australia,CN,China,IIW_BP6_USD,2019,33437.5361999999
AU,Australia,CN,China,IIW_BP6_USD,2020,36412.7454000001
AU,Australia,CN,China,IIW_BP6_USD,2021,35302.6168
AU,Australia,CN,China,IIW_BP6_USD,2022,31718.5175
AU,Australia,CN,China,IIW_BP6_USD,2023,31851.1439999999
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2009,120.196
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2010,136.551
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2011,165.72
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2012,170.398
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2013,176.113
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2014,185.8622
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2015,189.177176307096
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2016,189.246776307096
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2017,175.731
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2018,176.752
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2019,186.83
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2020,194.537
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2021,197.94267408
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2022,208.26365736
AZ,Azerbaijan,CN,China,IIW_BP6_USD,2023,209.954283011765
BA,Bosnia and Herzegovina,CN,China,IIW_BP6_USD,2014,1.3512656203351
BA,Bosnia and Herzegovina,CN,China,IIW_BP6_USD,2015,1.24970478218455
BA,Bosnia and Herzegovina,CN,China,IIW_BP6_USD,2016,1.26204048312993
BA,Bosnia and Herzegovina,CN,China,IIW_BP6_USD,2017,3.82571617785027
BA,Bosnia and Herzegovina,CN,China,IIW_BP6_USD,2018,4.98968417426372
BA,Bosnia and Herzegovina,CN,China,IIW_BP6_USD,2019,5.50004507061164
BA,Bosnia and Herzegovina,CN,China,IIW_BP6_USD,2020,12.9733127782459
BA,Bosnia and Herzegovina,CN,China,IIW_BP6_USD,2021,18.4172587314437
BA,Bosnia and Herzegovina,CN,China,IIW_BP6_USD,2022,54.1151653073968
BA,Bosnia and Herzegovina,CN,China,IIW_BP6_USD,2023,64.6399896439625
BB,Barbados,CN,China,IIW_BP6_USD,2009,2.8314345
BB,Barbados,CN,China,IIW_BP6_USD,2010,0.0
BB,Barbados,CN,China,IIW_BP6_USD,2011,0.95
BB,Barbados,CN,China,IIW_BP6_USD,2012,0.0
BB,Barbados,CN,China,IIW_BP6_USD,2013,1.3
BD,Bangladesh,CN,China,IIW_BP6_USD,2009,20.68
BD,Bangladesh,CN,China,IIW_BP6_USD,2010,64.62
BD,Bangladesh,CN,China,IIW_BP6_USD,2011,74.08
BD,Bangladesh,CN,China,IIW_BP6_USD,2012,141.61
BD,Bangladesh,CN,China,IIW_BP6_USD,2013,147.969646302251
BD,Bangladesh,CN,China,IIW_BP6_USD,2014,168.69
BD,Bangladesh,CN,China,IIW_BP6_USD,2015,192.34
BD,Bangladesh,CN,China,IIW_BP6_USD,2016,241.24
BD,Bangladesh,CN,China,IIW_BP6_USD,2017,304.8
BD,Bangladesh,CN,China,IIW_BP6_USD,2018,1437.75
BD,Bangladesh,CN,China,IIW_BP6_USD,2019,829.7
BD,Bangladesh,CN,China,IIW_BP6_USD,2020,986.45
BD,Bangladesh,CN,China,IIW_BP6_USD,2021,1412.92
BD,Bangladesh,CN,China,IIW_BP6_USD,2022,1337.7
BD,Bangladesh,CN,China,IIW_BP6_USD,2023,1373.989
BE,Belgium,CN,China,IIW_BP6_USD,2009,-887.985840000001
BE,Belgium,CN,China,IIW_BP6_USD,2011,-2712.0144
BE,Belgium,CN,China,IIW_BP6_USD,2012,-359.14068
BE,Belgium,CN,China,IIW_BP6_USD,2013,-1467.3624
BE,Belgium,CN,China,IIW_BP6_USD,2014,-2611.5291
BE,Belgium,CN,China,IIW_BP6_USD,2015,-1754.76666
BE,Belgium,CN,China,IIW_BP6_USD,2016,-924.4457
BE,Belgium,CN,China,IIW_BP6_USD,2017,-539.56507
BE,Belgium,CN,China,IIW_BP6_USD,2018,-1311.712
BE,Belgium,CN,China,IIW_BP6_USD,2019,539.7937
BE,Belgium,CN,China,IIW_BP6_USD,2020,2068.76789
BE,Belgium,CN,China,IIW_BP6_USD,2021,2082.96466
BE,Belgium,CN,China,IIW_BP6_USD,2022,-929.0086
BE,Belgium,CN,China,IIW_BP6_USD,2023,-149.175
BF,Burkina Faso,CN,China,IIW_BP6_USD,2012,0.0
BF,Burkina Faso,CN,China,IIW_BP6_USD,2014,0.451615578460173
BF,Burkina Faso,CN,China,IIW_BP6_USD,2018,0.0
BF,Burkina Faso,CN,China,IIW_BP6_USD,2019,0.0
BF,Burkina Faso,CN,China,IIW_BP6_USD,2020,0.0
BF,Burkina Faso,CN,China,IIW_BP6_USD,2021,0.0
BF,Burkina Faso,CN,China,IIW_BP6_USD,2022,0.0
BF,Burkina Faso,CN,China,IIW_BP6_USD,2023,0.0
BG,Bulgaria,CN,China,IIW_BP6_USD,2009,13.8151422543444
BG,Bulgaria,CN,China,IIW_BP6_USD,2010,19.1092694313221
BG,Bulgaria,CN,China,IIW_BP6_USD,2011,81.8309465618424
BG,Bulgaria,CN,China,IIW_BP6_USD,2012,89.2509783102272
BG,Bulgaria,CN,China,IIW_BP6_USD,2013,132.078928823115
BG,Bulgaria,CN,China,IIW_BP6_USD,2014,118.676946033325
BG,Bulgaria,CN,China,IIW_BP6_USD,2015,138.841405508072
BG,Bulgaria,CN,China,IIW_BP6_USD,2016,112.805173807599
BG,Bulgaria,CN,China,IIW_BP6_USD,2017,129.237184204072
BG,Bulgaria,CN,China,IIW_BP6_USD,2018,127.660695468915
BG,Bulgaria,CN,China,IIW_BP6_USD,2019,148.087306145893
BG,Bulgaria,CN,China,IIW_BP6_USD,2020,154.777589560198
BG,Bulgaria,CN,China,IIW_BP6_USD,2021,138.294052927211
BG,Bulgaria,CN,China,IIW_BP6_USD,2022,155.794295686317
BG,Bulgaria,CN,China,IIW_BP6_USD,2023,172.129943502825
BH,Bahrain,CN,China,IIW_BP6_USD,2014,0.06
BH,Bahrain,CN,China,IIW_BP6_USD,2015,0.24
BH,Bahrain,CN,China,IIW_BP6_USD,2016,8.08
BH,Bahrain,CN,China,IIW_BP6_USD,2017,8.24090008385993
BH,Bahrain,CN,China,IIW_BP6_USD,2018,9.86
BH,Bahrain,CN,China,IIW_BP6_USD,2019,14.89
BH,Bahrain,CN,China,IIW_BP6_USD,2020,22.6503198085106
BH,Bahrain,CN,China,IIW_BP6_USD,2021,17.4966627202009
BH,Bahrain,CN,China,IIW_BP6_USD,2022,6.24024669139094
BH,Bahrain,CN,China,IIW_BP6_USD,2023,14.88
BJ,Benin,CN,China,IIW_BP6_USD,2011,17.7436149468639
BJ,Benin,CN,China,IIW_BP6_USD,2012,20.9889328205965
BJ,Benin,CN,China,IIW_BP6_USD,2013,1.65502848509887
BJ,Benin,CN,China,IIW_BP6_USD,2014,-4.06321210467302
BJ,Benin,CN,China,IIW_BP6_USD,2015,12.646127566746
BJ,Benin,CN,China,IIW_BP6_USD,2016,92.175307090099
BJ,Benin,CN,China,IIW_BP6_USD,2017,13.4562035189807
BJ,Benin,CN,China,IIW_BP6_USD,2018,463.523346347398
BJ,Benin,CN,China,IIW_BP6_USD,2019,321.916095707493
BJ,Benin,CN,China,IIW_BP6_USD,2020,326.659503486319
BJ,Benin,CN,China,IIW_BP6_USD,2021,385.706115537123
BJ,Benin,CN,China,IIW_BP6_USD,2022,674.341250592322
BO,Bolivia,CN,China,IIW_BP6_USD,2009,2.5
BO,Bolivia,CN,China,IIW_BP6_USD,2010,3.1
BO,Bolivia,CN,China,IIW_BP6_USD,2011,2.7
BO,Bolivia,CN,China,IIW_BP6_USD,2012,2.599
BO,Bolivia,CN,China,IIW_BP6_USD,2013,2.96760095
BO,Bolivia,CN,China,IIW_BP6_USD,2014,59.158689950638
BO,Bolivia,CN,China,IIW_BP6_USD,2015,63.336189024224
BO,Bolivia,CN,China,IIW_BP6_USD,2016,61.0898259075207
BO,Bolivia,CN,China,IIW_BP6_USD,2017,81.8944156919046
BO,Bolivia,CN,China,IIW_BP6_USD,2018,117.466658197136
BO,Bolivia,CN,China,IIW_BP6_USD,2019,119.303554923394
BO,Bolivia,CN,China,IIW_BP6_USD,2020,125.206402531615
BO,Bolivia,CN,China,IIW_BP6_USD,2021,113.932500414495
BO,Bolivia,CN,China,IIW_BP6_USD,2022,99.0935102291151
BO,Bolivia,CN,China,IIW_BP6_USD,2023,64.8247887828607
BR,Brazil,CN,China,IIW_BP6_USD,2010,677.891562309394
BR,Brazil,CN,China,IIW_BP6_USD,2011,864.524391716999
BR,Brazil,CN,China,IIW_BP6_USD,2012,1113.42736402824
BR,Brazil,CN,China,IIW_BP6_USD,2013,1193.0038742546
BR,Brazil,CN,China,IIW_BP6_USD,2014,2415.28406529047
BR,Brazil,CN,China,IIW_BP6_USD,2015,1815.9940416252
BR,Brazil,CN,China,IIW_BP6_USD,2016,1792.34168377877
BR,Brazil,CN,China,IIW_BP6_USD,2017,1993.99570942
BR,Brazil,CN,China,IIW_BP6_USD,2018,1787.22121089
BR,Brazil,CN,China,IIW_BP6_USD,2019,2143.92336142
BR,Brazil,CN,China,IIW_BP6_USD,2020,1634.38651520095
BR,Brazil,CN,China,IIW_BP6_USD,2021,1233.2319559988
BR,Brazil,CN,China,IIW_BP6_USD,2022,1193.05859810377
BR,Brazil,CN,China,IIW_BP6_USD,2023,1483.74902636717
BW,Botswana,CN,China,IIW_BP6_USD,2009,62.6404915330436
BW,Botswana,CN,China,IIW_BP6_USD,2010,20.2601999627399
BW,Botswana,CN,China,IIW_BP6_USD,2011,703.521126760563
BW,Botswana,CN,China,IIW_BP6_USD,2013,717.825528596982
BW,Botswana,CN,China,IIW_BP6_USD,2014,0.809282576251235
BW,Botswana,CN,China,IIW_BP6_USD,2016,20.641211051218
BW,Botswana,CN,China,IIW_BP6_USD,2017,3.88107494629322
BW,Botswana,CN,China,IIW_BP6_USD,2018,7.73287122440233
BW,Botswana,CN,China,IIW_BP6_USD,2019,7.81441241267629
BW,Botswana,CN,China,IIW_BP6_USD,2020,0.0
BW,Botswana,CN,China,IIW_BP6_USD,2021,5.73117144122356
BW,Botswana,CN,China,IIW_BP6_USD,2022,6.24496216241597
BW,Botswana,CN,China,IIW_BP6_USD,2023,5.01471629223948
BY,Belarus,CN,China,IIW_BP6_USD,2009,2.7933
BY,Belarus,CN,China,IIW_BP6_USD,2010,18.9263
BY,Belarus,CN,China,IIW_BP6_USD,2011,27.8425
BY,Belarus,CN,China,IIW_BP6_USD,2012,93.0489
BY,Belarus,CN,China,IIW_BP6_USD,2013,118.479
BY,Belarus,CN,China,IIW_BP6_USD,2014,168.6581
BY,Belarus,CN,China,IIW_BP6_USD,2015,195.5476
BY,Belarus,CN,China,IIW_BP6_USD,2016,231.7982
BY,Belarus,CN,China,IIW_BP6_USD,2017,268.2867
BY,Belarus,CN,China,IIW_BP6_USD,2018,367.7559
BY,Belarus,CN,China,IIW_BP6_USD,2019,449.9355
BY,Belarus,CN,China,IIW_BP6_USD,2020,426.7099
BY,Belarus,CN,China,IIW_BP6_USD,2021,437.7746
BY,Belarus,CN,China,IIW_BP6_USD,2022,424.6443
BY,Belarus,CN,China,IIW_BP6_USD,2023,452.1175
CA,Canada,CN,China,IIW_BP6_USD,2009,11627.0218839201
CA,Canada,CN,China,IIW_BP6_USD,2010,12177.7599034788
CA,Canada,CN,China,IIW_BP6_USD,2011,15102.261553589
CA,Canada,CN,China,IIW_BP6_USD,2012,11678.8408181727
CA,Canada,CN,China,IIW_BP6_USD,2013,12920.4117337345
CA,Canada,CN,China,IIW_BP6_USD,2014,13462.0553400569
CA,Canada,CN,China,IIW_BP6_USD,2015,9944.54800578035
CA,Canada,CN,China,IIW_BP6_USD,2016,11335.3690325464
CA,Canada,CN,China,IIW_BP6_USD,2017,12695.8947787963
CA,Canada,CN,China,IIW_BP6_USD,2018,15753.243897075
CA,Canada,CN,China,IIW_BP6_USD,2019,19331.4955203308
CA,Canada,CN,China,IIW_BP6_USD,2020,16241.443683883
CA,Canada,CN,China,IIW_BP6_USD,2021,19992.2269724058
CA,Canada,CN,China,IIW_BP6_USD,2022,18731.1622436227
CA,Canada,CN,China,IIW_BP6_USD,2023,18759.2397043295
CI,Cote d`Ivoire,CN,China,IIW_BP6_USD,2016,8.26386666996465
CI,Cote d`Ivoire,CN,China,IIW_BP6_USD,2017,44.0327869697045
CI,Cote d`Ivoire,CN,China,IIW_BP6_USD,2018,65.1179653393325
CI,Cote d`Ivoire,CN,China,IIW_BP6_USD,2019,96.0981583293419
CI,Cote d`Ivoire,CN,China,IIW_BP6_USD,2020,111.21384901912
CI,Cote d`Ivoire,CN,China,IIW_BP6_USD,2021,141.507675805176
CI,Cote d`Ivoire,CN,China,IIW_BP6_USD,2022,180.012554538433
CL,Chile,CN,China,IIW_BP6_USD,2012,81.148739
CL,Chile,CN,China,IIW_BP6_USD,2013,2.99786048333334
CL,Chile,CN,China,IIW_BP6_USD,2014,25.0282368833333
CL,Chile,CN,China,IIW_BP6_USD,2015,167.713611340625
CL,Chile,CN,China,IIW_BP6_USD,2016,348.469814842131
CL,Chile,CN,China,IIW_BP6_USD,2017,379.030041145873
CL,Chile,CN,China,IIW_BP6_USD,2018,403.887859798652
CL,Chile,CN,China,IIW_BP6_USD,2019,516.561864414967
CL,Chile,CN,China,IIW_BP6_USD,2020,769.914721408351
CL,Chile,CN,China,IIW_BP6_USD,2021,631.775387447429
CL,Chile,CN,China,IIW_BP6_USD,2022,726.590631477763
CL,Chile,CN,China,IIW_BP6_USD,2023,763.767434538869
CR,Costa Rica,CN,China,IIW_BP6_USD,2009,35.6977512023732
CR,Costa Rica,CN,China,IIW_BP6_USD,2010,37.9854061518491
CR,Costa Rica,CN,China,IIW_BP6_USD,2011,40.5556982062837
CR,Costa Rica,CN,China,IIW_BP6_USD,2012,46.22084030767
CR,Costa Rica,CN,China,IIW_BP6_USD,2013,52.9939506723142
CR,Costa Rica,CN,China,IIW_BP6_USD,2014,64.1083078006421
CR,Costa Rica,CN,China,IIW_BP6_USD,2015,78.1359380990658
CR,Costa Rica,CN,China,IIW_BP6_USD,2016,82.060349882866
CR,Costa Rica,CN,China,IIW_BP6_USD,2017,84.2598272645999
CR,Costa Rica,CN,China,IIW_BP6_USD,2018,88.03828757524
CR,Costa Rica,CN,China,IIW_BP6_USD,2019,92.6221731775621
CR,Costa Rica,CN,China,IIW_BP6_USD,2020,95.8545205137782
CR,Costa Rica,CN,China,IIW_BP6_USD,2021,96.9130410783117
CR,Costa Rica,CN,China,IIW_BP6_USD,2022,99.3437989256128
CR,Costa Rica,CN,China,IIW_BP6_USD,2023,102.46910597259
CY,Cyprus,CN,China,IIW_BP6_USD,2012,133.80423620256
CY,Cyprus,CN,China,IIW_BP6_USD,2013,399.405653775291
CY,Cyprus,CN,China,IIW_BP6_USD,2014,514.252399515867
CY,Cyprus,CN,China,IIW_BP6_USD,2015,545.420761653405
CY,Cyprus,CN,China,IIW_BP6_USD,2016,686.170186566077
CY,Cyprus,CN,China,IIW_BP6_USD,2017,1064.43101927179
CY,Cyprus,CN,China,IIW_BP6_USD,2018,1598.18837725155
CY,Cyprus,CN,China,IIW_BP6_USD,2019,1984.89456756596
CY,Cyprus,CN,China,IIW_BP6_USD,2020,2650.38965423789
CY,Cyprus,CN,China,IIW_BP6_USD,2021,2660.44337380787
CY,Cyprus,CN,China,IIW_BP6_USD,2022,2615.6155234119
CZ,Czech Republic,CN,China,IIW_BP6_USD,2009,53.8381968641115
CZ,Czech Republic,CN,China,IIW_BP6_USD,2010,59.3675003999787
CZ,Czech Republic,CN,China,IIW_BP6_USD,2011,-42.2316950852558
CZ,Czech Republic,CN,China,IIW_BP6_USD,2012,-9.33088428234059
CZ,Czech Republic,CN,China,IIW_BP6_USD,2013,-8.56956871418518
CZ,Czech Republic,CN,China,IIW_BP6_USD,2014,-13.3257861084348
CZ,Czech Republic,CN,China,IIW_BP6_USD,2015,268.341846600064
CZ,Czech Republic,CN,China,IIW_BP6_USD,2016,664.9623620266
CZ,Czech Republic,CN,China,IIW_BP6_USD,2017,707.268000563618
CZ,Czech Republic,CN,China,IIW_BP6_USD,2018,687.268227543844
CZ,Czech Republic,CN,China,IIW_BP6_USD,2019,705.450068520401
CZ,Czech Republic,CN,China,IIW_BP6_USD,2020,204.414691167532
CZ,Czech Republic,CN,China,IIW_BP6_USD,2021,543.611498337205
CZ,Czech Republic,CN,China,IIW_BP6_USD,2022,595.600813583304
CZ,Czech Republic,CN,China,IIW_BP6_USD,2023,601.989095459421
DE,Germany,CN,China,IIW_BP6_USD,2009,939.271200000001
DE,Germany,CN,China,IIW_BP6_USD,2010,1148.59752
DE,Germany,CN,China,IIW_BP6_USD,2011,1601.8482
DE,Germany,CN,China,IIW_BP6_USD,2012,2239.15374
DE,Germany,CN,China,IIW_BP6_USD,2013,2462.38305
DE,Germany,CN,China,IIW_BP6_USD,2014,2655.84375
DE,Germany,CN,China,IIW_BP6_USD,2015,3042.9165
DE,Germany,CN,China,IIW_BP6_USD,2016,3930.84431
DE,Germany,CN,China,IIW_BP6_USD,2017,4846.73109
DE,Germany,CN,China,IIW_BP6_USD,2018,3862.772
DE,Germany,CN,China,IIW_BP6_USD,2019,5433.21176
DE,Germany,CN,China,IIW_BP6_USD,2020,6136.7271
DE,Germany,CN,China,IIW_BP6_USD,2021,6853.3626
DE,Germany,CN,China,IIW_BP6_USD,2022,6613.9866
DE,Germany,CN,China,IIW_BP6_USD,2023,7055.425
DK,Denmark,CN,China,IIW_BP6_USD,2009,154.139611953527
DK,Denmark,CN,China,IIW_BP6_USD,2010,302.852154704007
DK,Denmark,CN,China,IIW_BP6_USD,2011,278.473962684489
DK,Denmark,CN,China,IIW_BP6_USD,2012,212.047852131964
DK,Denmark,CN,China,IIW_BP6_USD,2013,106.231640401278
DK,Denmark,CN,China,IIW_BP6_USD,2014,174.633253830823
DK,Denmark,CN,China,IIW_BP6_USD,2015,248.755490483163
DK,Denmark,CN,China,IIW_BP6_USD,2016,310.51497277677
DK,Denmark,CN,China,IIW_BP6_USD,2017,259.194226525122
DK,Denmark,CN,China,IIW_BP6_USD,2018,136.669018621346
DK,Denmark,CN,China,IIW_BP6_USD,2019,160.278014949295
DK,Denmark,CN,China,IIW_BP6_USD,2020,191.660063391442
DK,Denmark,CN,China,IIW_BP6_USD,2021,110.040846186673
DK,Denmark,CN,China,IIW_BP6_USD,2022,80.0321275924385
DK,Denmark,CN,China,IIW_BP6_USD,2023,89.4035316618975
DZ,Algeria,CN,China,IIW_BP6_USD,2018,585.724492039022
DZ,Algeria,CN,China,IIW_BP6_USD,2019,598.805912665304
DZ,Algeria,CN,China,IIW_BP6_USD,2020,598.773478036629
DZ,Algeria,CN,China,IIW_BP6_USD,2021,595.01566967658
DZ,Algeria,CN,China,IIW_BP6_USD,2022,597.260282129062
DZ,Algeria,CN,China,IIW_BP6_USD,2023,608.945493741625
E1,Europe,CN,China,IIW_BP6_USD,2009,9849.96050992282
E1,Europe,CN,China,IIW_BP6_USD,2010,11125.8636790294
E1,Europe,CN,China,IIW_BP6_USD,2011,20809.5792413283
E1,Europe,CN,China,IIW_BP6_USD,2012,19343.483628226
E1,Europe,CN,China,IIW_BP6_USD,2013,17629.6237414287
E1,Europe,CN,China,IIW_BP6_USD,2014,33815.6952838411
E1,Europe,CN,China,IIW_BP6_USD,2015,44900.5656267491
E1,Europe,CN,China,IIW_BP6_USD,2016,54921.2917876647
E1,Europe,CN,China,IIW_BP6_USD,2017,61509.1659322256
E1,Europe,CN,China,IIW_BP6_USD,2018,70226.343044044
E1,Europe,CN,China,IIW_BP6_USD,2019,76252.7751537091
E1,Europe,CN,China,IIW_BP6_USD,2020,77619.8338029855
E1,Europe,CN,China,IIW_BP6_USD,2021,71143.8000651706
E1,Europe,CN,China,IIW_BP6_USD,2022,58892.5870648058
E1,Europe,CN,China,IIW_BP6_USD,2023,63172.0695579625
EE,Estonia,CN,China,IIW_BP6_USD,2009,12.67728
EE,Estonia,CN,China,IIW_BP6_USD,2010,40.7541
EE,Estonia,CN,China,IIW_BP6_USD,2011,-15.00924
EE,Estonia,CN,China,IIW_BP6_USD,2012,22.4298
EE,Estonia,CN,China,IIW_BP6_USD,2013,10.1143194
EE,Estonia,CN,China,IIW_BP6_USD,2014,19.8553914
EE,Estonia,CN,China,IIW_BP6_USD,2015,11.5750584
EE,Estonia,CN,China,IIW_BP6_USD,2016,10.9225842
EE,Estonia,CN,China,IIW_BP6_USD,2017,17.2027592
EE,Estonia,CN,China,IIW_BP6_USD,2018,42.85735
EE,Estonia,CN,China,IIW_BP6_USD,2019,35.5117974
EE,Estonia,CN,China,IIW_BP6_USD,2020,52.1799733
EE,Estonia,CN,China,IIW_BP6_USD,2021,152.7854748
EE,Estonia,CN,China,IIW_BP6_USD,2022,57.260421
EE,Estonia,CN,China,IIW_BP6_USD,2023,61.284405
ES,Spain,CN,China,IIW_BP6_USD,2013,784.7079
ES,Spain,CN,China,IIW_BP6_USD,2014,484.4259
ES,Spain,CN,China,IIW_BP6_USD,2015,506.2455
ES,Spain,CN,China,IIW_BP6_USD,2016,1387.1956
ES,Spain,CN,China,IIW_BP6_USD,2017,2096.3764
