REF_AREA,COMP_BREAKDOWN_1,year,value_usd,OBS_STATUS
USA,IMF_CNT_COUNTRY_924,2017,36447.0,A
USA,IMF_CNT_COUNTRY_924,2018,35437.0,A
USA,IMF_CNT_COUNTRY_924,2019,38792.0,A
USA,IMF_CNT_COUNTRY_924,2020,36738.0,A
USA,IMF_CNT_COUNTRY_924,2021,31831.0,A
USA,IMF_CNT_COUNTRY_924,2022,29907.0,A
USA,IMF_CNT_COUNTRY_924,2023,28043.0,A
VEN,IMF_CNT_COUNTRY_924,2011,1170.0,A
VEN,IMF_CNT_COUNTRY_924,2012,1269.0,A
VEN,IMF_CNT_COUNTRY_924,2013,1635.0,A
VEN,IMF_CNT_COUNTRY_924,2014,1610.0,A
VEN,IMF_CNT_COUNTRY_924,2015,1152.0,A
VEN,IMF_CNT_COUNTRY_924,2016,784.0,A
VEN,IMF_CNT_COUNTRY_924,2017,756.0,A
WLD,IMF_CNT_COUNTRY_924,2009,390068.0,A
WLD,IMF_CNT_COUNTRY_924,2010,478091.0,A
WLD,IMF_CNT_COUNTRY_924,2011,527886.0,A
WLD,IMF_CNT_COUNTRY_924,2012,530535.0,A
WLD,IMF_CNT_COUNTRY_924,2013,497016.0,A
WLD,IMF_CNT_COUNTRY_924,2014,530307.0,A
WLD,IMF_CNT_COUNTRY_924,2015,545221.0,A
WLD,IMF_CNT_COUNTRY_924,2016,566046.0,A
WLD,IMF_CNT_COUNTRY_924,2017,680268.0,A
WLD,IMF_CNT_COUNTRY_924,2018,763241.0,A
WLD,IMF_CNT_COUNTRY_924,2019,802632.0,A
WLD,IMF_CNT_COUNTRY_924,2020,855369.0,A
WLD,IMF_CNT_COUNTRY_924,2021,908285.0,A
WLD,IMF_CNT_COUNTRY_924,2022,954428.0,A
WLD,IMF_CNT_COUNTRY_924,2023,1013540.0,A
XKX,IMF_CNT_COUNTRY_924,2010,0.0,A
XKX,IMF_CNT_COUNTRY_924,2012,0.0,A
ZAF,IMF_CNT_COUNTRY_924,2009,4666.94,A
ZAF,IMF_CNT_COUNTRY_924,2010,5709.63,A
ZAF,IMF_CNT_COUNTRY_924,2011,4369.21,A
ZAF,IMF_CNT_COUNTRY_924,2012,5076.84,A
ZAF,IMF_CNT_COUNTRY_924,2013,5617.72,A
ZAF,IMF_CNT_COUNTRY_924,2014,5210.8,A
ZAF,IMF_CNT_COUNTRY_924,2015,3712.64,A
ZAF,IMF_CNT_COUNTRY_924,2016,5677.9,A
ZAF,IMF_CNT_COUNTRY_924,2017,7301.18,A
ZAF,IMF_CNT_COUNTRY_924,2018,6280.04,A
ZAF,IMF_CNT_COUNTRY_924,2019,7089.0,A
ZAF,IMF_CNT_COUNTRY_924,2020,6732.08,A
ZAF,IMF_CNT_COUNTRY_924,2021,6468.05,A
ZAF,IMF_CNT_COUNTRY_924,2022,5929.9,A
ZAF,IMF_CNT_COUNTRY_924,2023,5659.85,A
ZMB,IMF_CNT_COUNTRY_924,2009,595.5,A
ZMB,IMF_CNT_COUNTRY_924,2010,552.3,A
ZMB,IMF_CNT_COUNTRY_924,2011,1058.34,A
ZMB,IMF_CNT_COUNTRY_924,2012,1137.9,A
ZMB,IMF_CNT_COUNTRY_924,2013,1304.7,A
ZMB,IMF_CNT_COUNTRY_924,2014,2192.6,A
ZMB,IMF_CNT_COUNTRY_924,2015,2244.34,A
ZMB,IMF_CNT_COUNTRY_924,2016,1964.15,A
ZMB,IMF_CNT_COUNTRY_924,2017,3284.75,A
ZMB,IMF_CNT_COUNTRY_924,2018,3353.15,A
ZMB,IMF_CNT_COUNTRY_924,2019,2917.19,A
ZMB,IMF_CNT_COUNTRY_924,2020,1648.16,A
ZMB,IMF_CNT_COUNTRY_924,2021,2134.62,A
ZMB,IMF_CNT_COUNTRY_924,2022,2187.9,A
ZMB,IMF_CNT_COUNTRY_924,2023,1866.14,A
